Id,listing_id,listing_date,dist_school_km,dist_hospital_km,dist_transit_km,renovated,renovation_cost_usd,days_on_market,local_interest_rate_pct,market_price_index,sale_price,sale_price_kaggle
620,L-000620,2008-08-09,1.05,2.14,2.32,No,,67,5.81,100.34,307000,305000
464,L-000464,2008-08-10,1.18,2.3,1.23,Yes,61100.0,44,5.81,100.34,185300,188700
759,L-000759,2008-08-12,0.86,2.28,1.28,No,,20,5.81,100.34,176900,179400
766,L-000766,2008-08-13,,2.2,1.2,No,,65,5.81,100.34,262100,264132
390,L-000390,2008-08-14,0.21,0.51,1.7,Yes,178100.0,48,5.81,100.34,424900,426000
555,L-000555,2008-08-16,0.21,0.58,1.59,Yes,60200.0,56,5.81,100.34,295100,284000
190,L-000190,2008-08-17,0.19,2.1,2.54,Yes,54500.0,25,5.81,100.34,283200,286000
1257,L-001257,2008-08-17,0.56,0.88,1.34,No,,60,5.81,100.34,303800,301500
1222,L-001222,2008-08-17,2.42,6.13,1.23,No,,24,5.81,100.34,132400,134000
590,L-000590,2008-08-17,2.47,6.97,0.7,Yes,31900.0,16,5.81,100.34,76200,79500
336,L-000336,2008-08-19,0.84,2.46,3.08,No,,35,5.81,100.34,235100,228950
1230,L-001230,2008-08-20,2.37,4.14,0.63,No,,18,5.81,100.34,126300,127000
236,L-000236,2008-08-23,2.69,6.26,2.29,No,,32,5.81,100.34,88400,89500
986,L-000986,2008-08-24,2.69,4.81,1.65,No,,33,5.81,100.34,121400,125000
531,L-000531,2008-08-25,0.87,2.36,2.89,Yes,87800.0,24,5.81,100.34,174400,175000
1419,L-001419,2008-08-25,1.83,5.42,0.75,No,,22,5.81,100.34,125700,124000
1265,L-001265,2008-08-25,2.1,5.36,0.58,Yes,61600.0,79,5.81,100.34,182500,181000
1011,L-001011,2008-08-26,2.64,6.69,1.56,Yes,52600.0,19,5.81,100.34,140000,135000
655,L-000655,2008-08-27,0.39,1.04,1150.0,No,,44,5.81,100.34,348000,350000
13,L-000013,2008-09-01,2.0,4.46,1.29,No,,35,5.7,100.0,137700,144000
922,L-000922,2008-09-02,2.34,7.64,2.17,Yes,99400.0,38,5.7,100.0,141500,145900
605,L-000605,2008-09-03,1.72,2.97,1.8,No,,40,5.7,100.0,222100,221000
835,L-000835,2008-09-05,2.44,6.19,0.71,No,,31,5.7,100.0,141300,139950
954,L-000954,2008-09-06,1.88,3.12,1.45,No,,29,5.7,100.0,169800,172000
442,L-000442,2008-09-08,2.91,4.44,1.54,No,,49,5.7,100.0,118400,118000
835,L-900835,2008-09-08,2.44,6.19,0.71,No,,31,5.7,100.0,141300,139950
1112,L-001112,2008-09-09,1.25,5.18,0.96,No,,70,5.7,100.0,211600,205000
849,L-000849,2008-09-10,0.4,0.97,0.18,Yes,95800.0,29,5.7,100.0,239300,240000
23,L-000023,2008-09-11,1.65,4.51,1.74,No,,64,5.7,100.0,235100,230000
1441,L-001441,2008-09-15,1.61,2.16,1.08,Yes,87000.0,39,5.7,100.0,186600,191000
591,L-000591,2008-09-16,1.67,3.9,1.99,No,,33,5.7,100.0,187100,185900
1038,L-001038,2008-09-16,2.07,4.86,2.26,Yes,39900.0,69,5.7,100.0,289200,287000
432,L-000432,2008-09-17,3.93,5.15,2.68,Yes,28000.0,14,5.7,100.0,77600,79900
166,L-000166,2008-09-19,2.92,4.33,1.37,Yes,39000.0,25,5.7,100.0,127200,127500
3,L-000003,2008-09-23,1.29,3.76,1.5,Yes,91200.0,63,5.7,100.0,216900,223500
228,L-000228,2008-09-23,3.55,6.11,1.58,No,,29,5.7,100.0,105300,106000
621,L-000621,2008-09-26,3.07,4.16,1.31,YES,19400.0,11,5.7,100.0,69500,67000
1426,L-001426,2008-10-04,1.82,6.38,0.51,No,,30,5.57,99.67,144800,142000
1157,L-001157,2008-10-04,1.85,4.71,0.88,Yes,43500.0,72,5.57,99.67,176900,179900
1209,L-001209,2008-10-05,2.52,5.57,0.83,Yes,35500.0,38,5.57,99.67,140400,140000
509,L-000509,2008-10-05,4.18,7.4,2.51,Yes,69100.0,31,5.57,99.67,158800,161000
873,L-000873,2008-10-08,1.92,7.4,0.61,Yes,32600.0,26,5.57,99.67,115400,116000
1177,L-001177,2008-10-09,2.51,3.48,1.05,Yes,30500.0,21,5.57,99.67,116100,119500
857,L-000857,2008-10-09,1.91,4.99,1.77,No,,15,5.57,99.67,144700,147000
551,L-000551,2008-10-10,2.57,6.07,0.2,No,,31,5.57,99.67,139500,140000
1229,L-001229,2008-10-11,0.18,0.46,1.75,N,,42,5.57,99.67,362000,367294
896,L-000896,2008-10-12,1.67,5.32,0.66,No,,26,5.57,99.67,135400,140000
713,L-000713,2008-10-13,0.21,2.15,2.54,Yes,64400.0,20,5.57,99.67,180400,189000
668,L-000668,2008-10-14,2.39,5.19,0.58,Yes,35400.0,65,5.57,99.67,188900,193500
349,L-000349,2008-10-16,0.18,0.53,1.34,Yes,68700.0,10,5.57,99.67,155700,154000
576,L-000576,2008-10-17,1.56,6.28,0.7,Yes,47600.0,25,5.57,99.67,117100,118500
795,L-000795,2008-10-18,1.48,5.5,2.26,Yes,45600.0,34,5.57,99.67,191700,194500
803,L-000803,2008-10-20,2.19,3.79,2.58,No,,35,5.57,99.67,186600,189000
1372,L-001372,2008-10-20,1.82,6.21,0.66,Yes,80400.0,66,5.57,99.67,159800,165500
1328,L-001328,2008-10-20,2.14,3.19,0.89,Yes,26900.0,21,5.57,99.67,128200,130500
83,L-000083,2008-10-21,0.65,1.89,1.17,No,,42,5.57,99.67,242000,245000
1081,L-001081,2008-10-21,1.56,4.44,1.06,Yes,24900.0,22,5.57,99.67,143700,145000
745,L-000745,2008-10-21,0.19,1.61,1.91,N,,16,5.57,99.67,178700,180000
1357,L-001357,2008-10-27,3.05,4.28,0.56,No,,31,5.57,99.67,111200,110000
571,L-000571,2008-11-01,2.46,6.01,0.57,No,,30,5.52,99.16,138900,142600
1172,L-001172,2008-11-01,2.12,7.0,0.58,No,,42,5.52,99.16,163400,163000
683,L-000683,2008-11-02,0.75,1.09,0.25,Yes,30500.0,29,5.52,99.16,168800,173000
1182,L-001182,2008-11-05,1.11,3.63,1.14,No,,163,5.52,99.16,388300,392500
175,L-000175,2008-11-06,0.76,2.8,2.02,No,,22,5.52,99.16,178700,184000
935,L-000935,2008-11-08,1.2,7.1,0.52,Yes,104000.0,75,5.52,99.16,234900,242000
1162,L-001162,2008-11-09,1.42,3.93,1.11,Yes,55300.0,56,5.52,99.16,222600,224000
1337,L-001337,2008-11-10,1.27,3.33,1.15,No,,25,5.52,99.16,131000,135000
838,L-000838,2008-11-13,2.9,8.46,1.33,No,,35,5.52,99.16,96000,100000
1410,L-001410,2008-11-13,1.24,4.46,1.36,Yes,65900.0,46,5.52,99.16,220300,215000
528,L-000528,2008-11-13,0.18,0.67,1.5,No,,40,5.52,99.16,437200,446261
1235,L-001235,2008-11-16,2.33,4.46,2.06,Yes,53400.0,39,5.52,99.16,128200,130000
421,L-000421,2008-11-17,1.71,2.76,0.86,Yes,42700.0,69,5.52,99.16,200000,206300
580,L-000580,2008-11-18,2.54,13.31,2.77,No,,43,5.52,99.16,127500,131500
718,L-000718,2008-11-19,0.99,5.62,1.06,Yes,39000.0,30,5.52,99.16,151700,157000
1438,L-001438,2008-11-21,0.22,0.56,1.05,No,,64,5.52,99.16,396100,394617
1006,L-001006,2008-11-24,1.46,3.88,2.36,No,,21,5.52,99.16,142000,149900
974,L-000974,2008-12-01,0.7,1.99,1.13,Yes,60400.0,29,5.43,98.73,178400,182000
338,L-000338,2008-12-01,1.86,3.46,1.53,Yes,47200.0,24,5.43,98.73,212000,214000
1228,L-001228,2008-12-02,2.19,4.6,0.5,Yes,26200.0,36,5.43,98.73,144700,147000
253,L-000253,2008-12-02,2.55,6.21,0.45,No,,50,5.43,98.73,173800,173000
415,L-000415,2008-12-09,2.12,5.19,0.62,No,,52,5.43,98.73,219300,228000
401,L-000401,2008-12-14,0.25,1.85,1.49,No,,61,5.43,98.73,235300,245500
1119,L-001119,2008-12-15,2.35,5.17,1.39,Yes,73600.0,48,5.43,98.73,139400,140000
5,L-000005,2008-12-18,0.5,1.2,1.79,No,,31,5.43,98.73,243900,250000
368,L-000368,2008-12-19,2.02,5.4,0.64,No,,45,5.43,98.73,162600,165000
1297,L-001297,2008-12-20,2.2,7.34,0.48,No,,98,5.43,98.73,151900,155000
139,L-000139,2008-12-24,1.56,4.86,1.85,Yes,85600.0,55,5.43,98.73,227300,230000
260,L-000260,2008-12-25,3.25,8.71,2.73,No,,35,5.43,98.73,96400,97000
1350,L-001350,2008-12-25,2.44,6.61,2.39,Yes,162900.0,47,5.43,98.73,118000,122000
710,L-000710,2008-12-26,2.67,5.73,1.27,no,,39,5.43,98.73,108300,109900
637,L-000637,2009-01-02,1.94,6.95,0.5,Yes,17800.0,20,5.27,97.97,58900,60000
945,L-000945,2009-01-06,1.35,1.54,2.89,No,,15,5.27,97.97,135100,137500
438,L-000438,2009-01-06,2.37,7.46,0.48,Yes,40700.0,52,5.27,97.97,118100,119000
730,L-000730,2009-01-07,3.75,5.02,2.37,Yes,35300.0,34,5.27,97.97,100700,103000
293,L-000293,2009-01-08,2.52,5.9,1.51,Yes,79200.0,53,5.27,97.97,126300,131000
1058,L-001058,2009-01-14,0.49,1.06,2.2,No,,30,5.27,97.97,235400,248000
200,L-000200,2009-01-18,0.2,0.46,1.16,Yes,96600.0,27,5.27,97.97,272200,274900
125,L-000125,2009-01-18,1.64,4.17,1.21,Yes,58200.0,45,5.27,97.97,179100,181000
1101,L-001101,2009-01-25,2.39,3.38,2.11,yes,11100.0,10,5.27,97.97,59900,60000
1036,L-001036,2009-01-25,2.28,8.98,1.58,No,,28,5.27,97.97,81100,84000
804,L-000804,2009-01-26,0.11,0.52,1.54,Yes,119300.0,380,5.27,97.97,557900,582933
1317,L-001317,2009-01-27,1.5,3.74,3.39,No,,80,5.27,97.97,283700,295493
822,L-000822,2009-02-04,3.21,8.81,2.06,No,,17,5.13,97.35,87600,93000
890,L-000890,2009-02-05,1.79,6.8,0.82,No,,27,5.13,97.35,148400,149500
998,L-000998,2009-02-05,1.12,3.73,0.96,No,,43,5.13,97.35,178300,185000
728,L-000728,2009-02-06,2.27,3.4,2.3,No,,18,5.13,97.35,195800,194500
671,L-000671,2009-02-07,2.18,4.4,2.14,No,,42,5.13,97.35,167500,173500
834,L-000834,2009-02-08,2.04,6.02,0.57,No,,43,5.13,97.35,164200,167000
938,L-000938,2009-02-09,0.63,2.53,1.11,No,,33,5.13,97.35,244100,253000
1292,L-001292,2009-02-10,2.45,5.86,1.43,No,,70,5.13,97.35,119000,119500
725,L-000725,2009-02-10,3.22,7.01,1.48,Yes,81200.0,169,5.13,97.35,300300,320000
65,L-000065,2009-02-11,1.79,3.82,1.91,Yes,66300.0,84,5.13,97.35,212900,219500
725,L-900725,2009-02-12,3.22,7.01,1.48,Yes,81200.0,169,5.13,97.35,300300,320000
87,L-000087,2009-03-02,1.16,5.04,1.98,No,,24,5.02,96.97,165100,174000
1202,L-001202,2009-03-03,1.96,3.36,1.57,No,,57,5.02,96.97,188500,197900
224,L-000224,2009-03-04,2.25,5.12,0.82,No,,21,5.02,96.97,94800,97000
1110,L-001110,2009-03-05,0.21,0.57,1.32,Yes,77700.0,27,5.02,96.97,264300,280000
1407,L-001407,2009-03-09,2.04,5.38,2.36,Yes,15600.0,17,5.02,96.97,129600,133000
1408,L-001408,2009-03-09,2.46,4.16,0.74,No,,25,5.02,96.97,109700,112000
858,L-000858,2009-03-12,1.44,4.61,1.44,Yes,55200.0,36,5.02,96.97,164500,174000
1117,L-001117,2009-03-15,1.06,5.75,2.01,No,,28,5.02,96.97,179700,184100
541,L-000541,2009-03-16,0.79,1.87,2.15,No,,86,5.02,96.97,307300,315000
430,L-000430,2009-03-17,1.01,2.05,2.36,No,,39,5.02,96.97,170500,175000
376,L-000376,2009-03-18,2.93,6.65,1.33,Yes,13300.0,9,5.02,96.97,59100,61000
309,L-000309,2009-03-21,3.44,8.46,1.28,Yes,41000.0,10,5.02,96.97,81200,82500
660,L-000660,2009-03-21,3.52,5.36,1.78,Yes,39400.0,43,5.02,96.97,157000,167000
1281,L-001281,2009-03-23,2.36,3.47,2.66,No,,62,5.02,96.97,210700,227000
258,L-000258,2009-03-23,1.82,3.98,1.92,No,,36,5.02,96.97,210800,220000
756,L-000756,2009-03-23,0.6,2.85,1.54,No,,18,5.02,96.97,169300,172500
734,L-000734,2009-03-24,2.47,4.65,1.6,Yes,36400.0,64,5.02,96.97,126000,131400
1344,L-001344,2009-03-25,1.18,3.01,1.3,Yes,27900.0,31,5.02,96.97,169000,177000
739,L-000739,2009-03-25,2.67,4.76,1.37,Yes,26900.0,64,5.02,96.97,169200,179000
757,L-000757,2009-04-03,1.6,3.99,1.98,No,,34,5.06,95.91,206000,212000
462,L-000462,2009-04-04,2.59,4.21,1.92,Yes,31400.0,50,5.06,95.91,150700,155000
1336,L-001336,2009-04-04,1.26,2.73,1.18,No,,49,5.06,95.91,158400,167900
244,L-000244,2009-04-04,2.08,6.77,0.43,No,,30,5.06,95.91,115200,120000
205,L-000205,2009-04-04,3.36,5.07,2.32,Yes,46100.0,18,5.06,95.91,106200,110000
1443,L-001443,2009-04-05,0.67,2.35,1.18,No,,114,5.06,95.91,300000,310000
953,L-000953,2009-04-07,1.7,3.47,2.02,Yes,19100.0,18,5.06,95.91,123200,133900
676,L-000676,2009-04-12,1.86,6.32,0.23,No,,58,5.06,95.91,144300,148500
1392,L-001392,2009-04-12,1.28,5.2,0.78,No,,36,5.06,95.91,117000,124000
283,L-000283,2009-04-13,0.21,0.45,1.78,Yes,33900.0,10,5.06,95.91,195200,207500
740,L-000740,2009-04-13,1.61,5.36,2.46,No,,72,5.06,95.91,182700,190000
1100,L-001100,2009-04-14,1.35,4.33,0.94,No,,66,5.06,95.91,148400,157000
96,L-000096,2009-04-16,1.41,5.58,1.76,No,,54,5.06,95.91,175900,185000
747,L-000747,2009-04-16,1.01,4.52,1.91,No,,51,5.06,95.91,229000,236000
1040,L-001040,2009-04-17,5.22,7.67,1.96,No,,29,5.06,95.91,77400,80000
274,L-000274,2009-04-18,2.2,7.85,0.46,Yes,67600.0,39,5.06,95.91,130200,139000
695,L-000695,2009-04-19,2.52,6.2,0.36,Yes,39100.0,41,5.06,95.91,128400,141500
441,L-000441,2009-04-19,0.18,0.45,1.39,No,,99,5.06,95.91,532600,555000
436,L-000436,2009-04-20,1.75,3.17,2.07,No,,89,5.06,95.91,202000,212000
750,L-000750,2009-04-22,2.8,5.98,1.48,Yes,62100.0,27,5.06,95.91,93800,98000
319,L-000319,2009-04-22,0.46,0.99,1650.0,No,,47,5.06,95.91,260000,260000
828,L-000828,2009-04-23,1.83,5.6,0.61,No,,37,5.06,95.91,180900,189000
633,L-000633,2009-04-26,2.01,2.97,0.87,No,,5,5.06,95.91,79200,82500
918,L-000918,2009-04-27,,5.89,2.03,No,,35,5.06,95.91,132200,135000
1009,L-001009,2009-04-27,1.81,3.39,1.22,Y,77400.0,115,5.06,95.91,236100,240000
771,L-000771,2009-04-27,2.44,6.13,1.01,No,,38,5.06,95.91,124700,134900
261,L-000261,2009-05-01,2.13,6.15,0.59,NO,,44,5.06,95.49,169700,176000
808,L-000808,2009-05-01,2.71,7.59,0.57,Yes,62300.0,121,5.06,95.49,211900,223500
312,L-000312,2009-05-03,2.26,5.33,0.67,Yes,34900.0,13,5.06,95.49,125800,132000
1416,L-001416,2009-05-03,1.54,4.74,0.98,No,,41,5.06,95.49,166600,175900
80,L-000080,2009-05-04,2.93,5.95,2.05,Yes,28800.0,25,5.06,95.49,99400,110000
957,L-000957,2009-05-04,2.34,7.71,1.52,No,,28,5.06,95.49,116500,124000
1139,L-001139,2009-05-05,2.08,3.17,0.75,No,,82,5.06,95.49,183400,196000
364,L-000364,2009-05-05,4.11,5.56,1.73,Yes,30800.0,57,5.06,95.49,108800,118000
1005,L-001005,2009-05-05,1.68,2.77,0.83,Yes,33600.0,33,5.06,95.49,173400,181000
1399,L-001399,2009-05-06,2.26,4.68,0.68,Yes,77400.0,37,5.06,95.49,133700,138000
678,L-000678,2009-05-08,3.71,9.52,2.73,Yes,27000.0,21,5.06,95.49,105200,109500
1335,L-001335,2009-05-09,2.43,5.6,1.75,No,,57,5.06,95.49,116600,125000
1039,L-001039,2009-05-09,2.97,5.11,2.11,Yes,22100.0,31,5.06,95.49,91700,97000
554,L-000554,2009-05-10,1.83,5.84,2.06,Yes,64000.0,39,5.06,95.49,102400,108000
1333,L-001333,2009-05-10,3.22,5.52,1.32,Yes,15700.0,38,5.06,95.49,95600,100000
1444,L-001444,2009-05-10,2.13,4.75,0.52,Yes,32400.0,34,5.06,95.49,116700,121000
1308,L-001308,2009-05-11,1.67,4.18,1.76,Yes,31300.0,18,5.06,95.49,136800,138000
1088,L-001088,2009-05-11,0.9,2.93,1.38,Yes,104500.0,80,5.06,95.49,235000,252000
230,L-000230,2009-05-12,1.66,3.74,1.3,Yes,43100.0,29,5.06,95.49,183800,192500
1072,L-001072,2009-05-13,1.18,4.11,1.16,No,,55,5.06,95.49,141900,154000
748,L-000748,2009-05-13,3.41,8.54,1.89,Yes,97500.0,101,5.06,95.49,250700,265979
969,L-000969,2009-05-16,3.14,7.64,1.84,Yes,14700.0,11,5.06,95.49,35300,37900
85,L-000085,2009-05-17,1.95,7.51,2.25,Yes,55400.0,48,5.06,95.49,161000,168500
20,L-000020,2009-05-17,2.0,3.15,0.89,Yes,53700.0,47,5.06,95.49,133500,139000
226,L-000226,2009-05-17,2.62,6.77,2.12,No,,65,5.06,95.49,106900,112000
1418,L-001418,2009-05-20,0.46,0.95,1.91,No,,59,5.06,95.49,319100,340000
964,L-000964,2009-05-20,1.96,3.7,2.74,No,,78,5.06,95.49,221800,239000
1286,L-001286,2009-05-21,2.32,5.46,0.75,Yes,40500.0,50,5.06,95.49,124100,132500
206,L-000206,2009-05-21,1.33,4.81,2.03,No,,66,5.06,95.49,174600,180500
490,L-000490,2009-05-22,3.28,7.7,2.28,Yes,20800.0,50,5.06,95.49,82700,86000
594,L-000594,2009-05-22,1.94,3.33,2.11,No,,34,5.06,95.49,130700,140000
1067,L-001067,2009-05-22,1.52,5.97,2.28,Yes,81700.0,39,5.06,95.49,167700,178000
1203,L-001203,2009-05-23,2.05,5.68,0.46,Yes,53000.0,83,5.06,95.49,114100,117000
902,L-000902,2009-05-24,2.26,4.11,0.65,Yes,40300.0,39,5.06,95.49,147000,153000
611,L-000611,2009-05-24,2.2,3.32,2.88,No,,97,5.06,95.49,297000,313000
1301,L-001301,2009-05-25,1.58,5.03,2.92,no,,105,5.06,95.49,210600,225000
1452,L-001452,2009-05-25,0.69,2.4,1.28,Yes,42000.0,66,5.06,95.49,265000,287090
776,L-000776,2009-06-01,2.83,2.94,0.79,No,,40,5.04,95.04,150600,162000
783,L-000783,2009-06-01,,3.89,2.42,Yes,27800.0,30,5.04,95.04,176100,187100
499,L-000499,2009-06-01,2.16,5.84,1.71,Yes,18000.0,31,5.04,95.04,127000,130000
422,L-000422,2009-06-02,,4.88,0.94,Yes,25500.0,54,5.04,95.04,203500,215000
829,L-000829,2009-06-02,0.55,1.18,0.21,No,,36,5.04,95.04,182300,185000
1127,L-001127,2009-06-02,2.46,3.37,0.89,No,,70,5.04,95.04,166200,174000
915,L-000915,2009-06-02,0.64,2.35,1.11,No,,26,5.04,95.04,165200,173733
392,L-000392,2009-06-02,1.86,2.76,0.8,Yes,79700.0,62,5.04,95.04,205000,215000
1262,L-001262,2009-06-03,2.07,4.66,0.68,No,,22,5.04,95.04,120200,128900
942,L-000942,2009-06-03,1.31,5.18,2.11,No,,39,5.04,95.04,199300,214000
898,L-000898,2009-06-04,2.55,6.01,0.43,No,,25,5.04,95.04,135000,142953
980,L-000980,2009-06-04,2.91,4.91,1.06,No,,48,5.04,95.04,130700,139000
406,L-000406,2009-06-06,2.24,5.73,1.39,Yes,28100.0,65,5.04,95.04,143700,150000
1014,L-001014,2009-06-07,3.2,8.81,2.58,Yes,40900.0,31,5.04,95.04,79400,85000
543,L-000543,2009-06-08,1.39,3.49,1.2,Yes,57600.0,51,5.04,95.04,204700,213250
454,L-000454,2009-06-08,1.03,2.13,1.52,No,,54,5.04,95.04,195400,210000
81,L-000081,2009-06-08,1.83,5.9,0.83,No,,43,5.04,95.04,178600,193500
144,L-000144,2009-06-09,1.69,4.67,1.54,No,,43,5.04,95.04,192100,204000
1411,L-001411,2009-06-09,1.74,3.66,2.32,No,,54,5.04,95.04,212700,230000
967,L-000967,2009-06-09,0.98,3.88,1.83,Yes,33200.0,34,5.04,95.04,157000,160000
520,L-000520,2009-06-09,1.09,2.67,1.67,Y,69300.0,49,5.04,95.04,225600,234000
225,L-000225,2009-06-10,0.22,0.54,1.13,No,,40,5.04,95.04,358700,386250
103,L-000103,2009-06-10,4.33,4.31,0.44,No,,26,5.04,95.04,113400,118964
1206,L-001206,2009-06-11,2.79,6.15,0.5,Yes,78800.0,40,5.04,95.04,266500,271900
511,L-000511,2009-06-13,2.13,5.38,0.62,Yes,43200.0,40,5.04,95.04,157000,164900
1413,L-001413,2009-06-13,2.37,4.91,0.58,Yes,22600.0,18,5.04,95.04,87500,90000
505,L-000505,2009-06-13,2.07,4.17,0.27,No,,30,5.04,95.04,140300,147000
1261,L-001261,2009-06-14,1.7,6.18,1.85,No,,36,5.04,95.04,171700,181000
483,L-000483,2009-06-14,3.3,10.02,2.15,Yes,64500.0,70,5.04,95.04,154000,155000
187,L-000187,2009-06-15,1.81,3.75,0.99,yes,37900.0,50,5.04,95.04,167200,173000
592,L-000592,2009-06-15,,0.63,1.63,No,,59,5.04,95.04,416600,451950
878,L-000878,2009-06-15,0.16,0.45,1.99,Yes,113300.0,87,5.04,95.04,332400,350000
340,L-000340,2009-06-15,1.89,6.13,0.58,Yes,24700.0,49,5.04,95.04,147600,155000
189,L-000189,2009-06-15,2.0,7.15,0.6,No,,17,5.04,95.04,144800,153337
37,L-000037,2009-06-15,1.8,2.9,2.06,Yes,33300.0,23,5.04,95.04,134500,145000
1362,L-001362,2009-06-16,0.17,2.21,1.51,No,,38,5.04,95.04,240600,260000
1363,L-001363,2009-06-16,1.69,5.87,0.73,Yes,29800.0,23,5.04,95.04,99600,104900
859,L-000859,2009-06-16,0.94,3.47,0.98,No,,26,5.04,95.04,141400,152000
411,L-000411,2009-06-17,2.53,6.72,1.66,No,,8,5.04,95.04,56600,60000
1134,L-001134,2009-06-17,3.4,6.15,0.5,No,,46,5.04,95.04,224000,239500
1278,L-001278,2009-06-18,1.45,4.56,1.09,Yes,86900.0,37,5.04,95.04,186200,197900
1369,L-001369,2009-06-18,1.78,3.72,2.09,Yes,30500.0,16,5.04,95.04,135700,144000
1199,L-001199,2009-06-18,1.52,3.76,2.35,No,,59,5.04,95.04,164700,178000
314,L-000314,2009-06-18,1.12,2.07,2.56,No,,67,5.04,95.04,355700,375000
1017,L-001017,2009-06-18,,3.5,2.57,No,,58,5.04,95.04,185000,203000
895,L-000895,2009-06-19,2.22,5.29,0.36,No,,22,5.04,95.04,112400,118858
1321,L-001321,2009-06-19,2.43,5.51,0.53,No,,54,5.04,95.04,151900,156500
589,L-000589,2009-06-21,0.67,1.9,0.22,yes,58900.0,31,5.04,95.04,129200,143000
134,L-000134,2009-06-21,1.09,2.66,2.38,Yes,34600.0,31,5.04,95.04,204400,220000
1194,L-001194,2009-06-22,1.83,3.32,0.99,No,,50,5.04,95.04,155000,165000
1091,L-001091,2009-06-22,2.15,6.43,0.69,No,,999,5.04,95.04,84100,92900
910,L-000910,2009-06-22,1.22,4.5,2.06,No,,24,5.04,95.04,164900,174000
1046,L-001046,2009-06-23,3.26,5.62,2.19,No,,29,5.04,95.04,133800,139600
320,L-000320,2009-06-23,1.24,4.4,1.08,No,,72,5.04,95.04,174300,187500
380,L-000380,2009-06-24,1.45,5.08,1.34,No,,25,5.04,95.04,169800,179000
88,L-000088,2009-06-25,0.73,2.92,1.56,No,,18,5.04,95.04,155400,164500
929,L-000929,2009-06-25,1.51,3.57,2.89,No,,34,5.04,95.04,230300,236500
1124,L-001124,2009-06-26,,4.8,1.55,Yes,34100.0,42,5.04,95.04,107700,118000
49,L-000049,2009-06-27,3.17,6.17,2.75,Yes,46000.0,26,5.04,95.04,109100,113000
1258,L-001258,2009-07-01,3.3,5.19,1.97,Yes,22500.0,16,4.98,95.07,93500,99900
729,L-000729,2009-07-01,2.18,4.61,0.7,No,,31,4.98,95.07,106100,110000
329,L-000329,2009-07-02,2.53,5.55,0.64,Yes,107600.0,130,4.98,95.07,202500,214500
764,L-000764,2009-07-02,0.61,0.82,1.82,No,,38,4.98,95.07,322500,337000
1353,L-001353,2009-07-02,1.61,7.2,0.44,Yes,35000.0,28,4.98,95.07,128600,134900
585,L-000585,2009-07-03,1.55,6.35,0.59,Yes,22000.0,24,4.98,95.07,125900,133000
510,L-000510,2009-07-03,2.97,3.85,0.66,No,,19,4.98,95.07,119900,124500
506,L-000506,2009-07-03,3.32,7.32,1.78,No,,39,4.98,95.07,117200,124500
199,L-000199,2009-07-04,3.47,7.92,2.25,Yes,66900.0,36,4.98,95.07,98600,104000
672,L-000672,2009-07-04,3.39,5.99,1.49,Yes,46000.0,25,4.98,95.07,99200,103600
363,L-000363,2009-07-05,2.63,6.62,1.37,No,,67,4.98,95.07,183900,198500
662,L-000662,2009-07-05,0.46,1.19,1.53,Yes,62700.0,120,4.98,95.07,385300,402000
367,L-000367,2009-07-06,2.43,3.8,0.73,No,,33,4.98,95.07,146800,159000
486,L-000486,2009-07-07,1.77,6.83,0.45,Yes,29900.0,24,4.98,95.07,132100,147000
132,L-000132,2009-07-07,1.46,6.12,1.76,No,,45,4.98,95.07,236500,244000
366,L-000366,2009-07-07,3.77,5.31,1.25,Yes,37000.0,61,4.98,95.07,136600,147000
196,L-000196,2009-07-08,1.89,5.05,0.25,No,,73,4.98,95.07,140000,148500
663,L-000663,2009-07-08,1.9,6.7,0.66,No,,32,4.98,95.07,105600,110000
643,L-000643,2009-07-08,1.66,3.6,0.48,Yes,149300.0,173,4.98,95.07,321800,345000
931,L-000931,2009-07-08,0.79,2.75,2.63,No,,45,4.98,95.07,189300,201000
824,L-000824,2009-07-08,,4.14,1.88,Yes,37100.0,29,4.98,95.07,130000,139500
995,L-000995,2009-07-08,0.21,0.52,1.39,Yes,83200.0,112,4.98,95.07,312400,337500
588,L-000588,2009-07-09,2.4,6.69,1.36,No,,61,4.98,95.07,134700,137000
1001,L-001001,2009-07-09,4.02,7.19,1.97,NO,,14,4.98,95.07,75300,82000
179,L-000179,2009-07-10,0.14,1.63,2.64,Yes,101000.0,99,4.98,95.07,478000,501837
553,L-000553,2009-07-10,0.18,0.44,1.85,No,,31,4.98,95.07,232600,255500
755,L-000755,2009-07-11,2.4,5.1,0.59,Yes,35400.0,66,4.98,95.07,145400,156000
679,L-000679,2009-07-11,0.2,1.86,3.4,No,,36,4.98,95.07,366000,372500
213,L-000213,2009-07-11,0.78,2.26,1.35,No,,31,4.98,95.07,230100,252678
799,L-000799,2009-07-12,0.3,0.48,1.31,Yes,109300.0,71,4.98,95.07,460900,485000
972,L-000972,2009-07-13,0.19,0.56,1.91,Yes,36100.0,11,4.98,95.07,164200,173000
784,L-000784,2009-07-13,2.19,2.28,1.11,NO,,48,4.98,95.07,151300,165500
330,L-000330,2009-07-13,3.73,5.37,1.89,Yes,42100.0,12,4.98,95.07,72800,78000
1378,L-001378,2009-07-14,1.94,5.0,1.84,Yes,38300.0,21,4.98,95.07,111000,117000
623,L-000623,2009-07-15,2.97,5.12,1.27,No,,36,4.98,95.07,123600,135000
