Id,listing_id,listing_date,dist_school_km,dist_hospital_km,dist_transit_km,renovated,renovation_cost_usd,days_on_market,local_interest_rate_pct,market_price_index,sale_price,sale_price_kaggle,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
440,L-000440,2009-08-13,2.92,5.46,1.23,Yes,37600.0,32,5.0,95.47,109200,110000,50,RL,67.0,12354,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,2000,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0,Unf,0,684,684,GasA,Gd,Y,SBrkr,684,512,0,1196,0,0,1,0,3,1,Gd,7,Typ,0,,Detchd,2005.0,Unf,2,528,TA,TA,Y,0,46,0,0,0,0,,GdPrv,Shed,800,8,2009,ConLI,Normal
1213,L-001213,2009-08-13,2.81,6.66,1.73,Yes,20800.0,21,5.0,95.47,107600,113000,30,RL,50.0,9340,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1941,1950,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,344,Unf,0,328,672,GasA,TA,Y,SBrkr,672,0,0,672,1,0,1,0,2,1,TA,4,Typ,0,,Attchd,1941.0,Unf,1,234,TA,TA,N,0,113,0,0,0,0,,,,0,8,2009,WD,Normal
427,L-000427,2009-08-15,3.25,5.33,0.5,No,,48,5.0,95.47,263000,275000,80,RL,,12800,Pave,,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,SLvl,7,5,1989,1989,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,145.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1518,Unf,0,0,1518,GasA,Gd,Y,SBrkr,1644,0,0,1644,1,1,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1989.0,Fin,2,569,TA,TA,Y,80,0,0,0,396,0,,,,0,8,2009,WD,Normal
317,L-000317,2009-08-15,1.42,3.35,1.22,No,,51,5.0,95.47,247400,260000,60,RL,94.0,13005,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1980,Gable,CompShg,CemntBd,CmentBd,BrkFace,278.0,Gd,TA,CBlock,Gd,TA,No,GLQ,692,Unf,0,153,845,GasA,TA,Y,SBrkr,1153,1200,0,2353,1,0,2,1,4,1,Ex,10,Typ,1,TA,Attchd,1983.0,RFn,2,484,TA,TA,Y,288,195,0,0,0,0,,GdPrv,,0,8,2009,WD,Normal
848,L-000848,2009-08-15,1.23,3.61,1.98,No,,13,5.0,95.47,126400,133500,20,RL,36.0,15523,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1972,1972,Gable,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,460,Unf,0,404,864,GasA,Ex,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,TA,5,Typ,1,Fa,Attchd,1972.0,Unf,1,338,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2009,WD,Normal
866,L-000866,2009-08-16,2.29,6.87,0.58,No,,41,5.0,95.47,137100,148500,20,RL,,8750,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1970,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,TA,TA,CBlock,TA,TA,No,BLQ,828,Unf,0,174,1002,GasA,TA,Y,SBrkr,1002,0,0,1002,1,0,1,0,3,1,TA,5,Typ,0,,Detchd,1973.0,Unf,2,902,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,8,2009,WD,Normal
1018,L-001018,2009-08-16,0.17,1.91,2.98,No,,14,5.0,95.47,174800,187500,120,RL,,5814,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1984,1984,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,1036,Unf,0,184,1220,GasA,Gd,Y,SBrkr,1360,0,0,1360,1,0,1,0,1,1,Gd,4,Typ,1,Ex,Attchd,1984.0,RFn,2,565,TA,TA,Y,63,0,0,0,0,0,,,,0,8,2009,COD,Abnorml
934,L-000934,2009-08-17,1.59,3.7,1.71,No,,49,5.0,95.47,174400,190000,20,RL,63.0,8487,Pave,,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,1480,1500,GasA,Ex,Y,SBrkr,1500,0,0,1500,0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2004.0,RFn,2,570,TA,TA,Y,192,36,0,0,0,0,,,,0,8,2009,WD,Normal
140,L-000140,2009-08-17,1.52,4.02,1.96,No,,999,5.0,95.47,220700,231500,60,RL,65.0,15426,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,821,Unf,0,107,928,GasA,Ex,Y,SBrkr,928,836,0,1764,1,0,2,1,3,1,Gd,7,Typ,0,,Attchd,1997.0,RFn,2,470,TA,TA,Y,276,99,0,0,0,0,,MnPrv,,0,8,2009,WD,Normal
1032,L-001032,2009-08-18,2.58,4.11,1.26,Yes,80100.0,178,5.0,95.47,186200,197000,75,RL,102.0,15863,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,7,3,1920,1970,Gable,CompShg,Wd Sdng,Plywood,,0.0,TA,TA,BrkTil,TA,TA,No,GLQ,523,Unf,0,301,824,GasA,Ex,Y,SBrkr,1687,998,397,3082,1,0,2,1,5,1,TA,12,Typ,2,TA,Basment,1970.0,Fin,2,672,TA,TA,Y,136,63,0,0,0,0,,,,0,8,2009,WD,Normal
875,L-000875,2009-08-19,2.65,7.93,2.37,Yes,21100.0,17,5.0,95.47,60100,66500,50,RM,52.0,5720,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,676,676,GasA,Ex,Y,SBrkr,676,455,0,1131,0,0,1,1,3,1,TA,5,Typ,0,,Detchd,1941.0,Unf,1,200,TA,TA,Y,26,0,0,0,0,0,,,,0,8,2009,WD,Abnorml
47,L-000047,2009-08-19,1.82,4.44,0.88,No,,73,5.0,95.47,224600,239686,50,RL,48.0,12822,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,1351,Unf,0,83,1434,GasA,Ex,Y,SBrkr,1518,631,0,2149,1,0,1,1,1,1,Gd,6,Typ,1,Ex,Attchd,2003.0,RFn,2,670,TA,TA,Y,168,43,0,0,198,0,,,,0,8,2009,WD,Abnorml
465,L-000465,2009-08-20,1.84,3.59,2.44,No,,16,5.0,95.47,117600,124000,20,RL,60.0,8430,Pave,,Reg,HLS,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,136.0,TA,TA,CBlock,Gd,TA,No,Rec,616,Unf,0,424,1040,GasA,TA,Y,SBrkr,1040,0,0,1040,0,0,2,0,3,1,TA,5,Typ,0,,,,,0,0,,,Y,0,0,0,0,0,0,,,,0,8,2009,WD,Normal
985,L-000985,2009-08-20,2.68,2.15,0.96,No,,32,5.0,95.47,113500,126000,90,RL,75.0,10125,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1.5Fin,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,,,,,0,,0,0,0,GasA,TA,Y,SBrkr,1302,432,0,1734,0,0,2,0,4,2,Gd,8,Typ,0,,Attchd,1977.0,Unf,2,539,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2009,COD,Normal
57,L-000057,2009-08-20,0.81,1.82,1.25,Yes,43200.0,15,5.0,95.47,165300,172500,160,FV,24.0,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,649,Unf,0,321,970,GasA,Ex,Y,SBrkr,983,756,0,1739,1,0,2,1,3,1,Gd,7,Typ,0,,Attchd,1999.0,Fin,2,480,TA,TA,Y,115,0,0,0,0,0,,,,0,8,2009,WD,Abnorml
1351,L-001351,2009-08-22,1.78,6.93,0.74,No,,61,5.0,95.47,192100,200000,90,RL,91.0,11643,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,Duplex,2Story,5,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,BrkFace,368.0,TA,TA,CBlock,TA,TA,No,LwQ,500,Unf,0,748,1248,GasA,TA,Y,SBrkr,1338,1296,0,2634,1,1,2,2,6,2,TA,12,Typ,0,,Detchd,1969.0,Unf,4,968,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2009,WD,Normal
188,L-000188,2009-08-22,3.89,7.15,1.68,Yes,48700.0,64,5.0,95.47,125700,135000,50,RL,60.0,10410,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1916,1987,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0,Unf,0,660,660,GasA,Ex,Y,SBrkr,808,704,144,1656,0,0,2,1,3,1,TA,8,Min2,0,,Detchd,1916.0,Unf,1,180,Fa,Fa,N,0,0,0,140,0,0,,MnPrv,,0,8,2009,WD,Normal
854,L-000854,2009-08-25,2.16,4.77,0.75,No,,28,5.0,95.47,143800,158000,80,RL,,12095,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1964,1964,Gable,CompShg,MetalSd,HdBoard,BrkFace,115.0,TA,Gd,CBlock,TA,TA,Gd,Rec,564,Unf,0,563,1127,GasA,TA,Y,SBrkr,1445,0,0,1445,0,0,1,1,3,1,TA,7,Typ,1,Fa,Attchd,1964.0,RFn,2,645,TA,TA,Y,180,0,0,0,0,0,,MnPrv,,0,8,2009,WD,Normal
871,L-000871,2009-08-26,1.79,4.24,0.48,No,,29,5.0,95.47,101800,109500,20,RL,60.0,6600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,894,894,GasA,Gd,N,SBrkr,894,0,0,894,0,0,1,0,2,1,TA,5,Typ,0,,Detchd,1962.0,Unf,1,308,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2009,WD,Normal
716,L-000716,2009-08-27,1.26,3.01,1.19,No,,28,5.0,95.47,154100,165000,20,RL,78.0,10140,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1064,1064,GasA,TA,Y,SBrkr,1350,0,0,1350,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1974.0,RFn,2,478,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,8,2009,WD,Normal
1008,L-001008,2009-08-27,4.1,7.59,2.35,No,,81,5.0,95.47,84000,88000,160,RM,21.0,2217,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,4,1970,1970,Gable,CompShg,CemntBd,CmentBd,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,273,LwQ,273,0,546,GasA,TA,Y,SBrkr,546,546,0,1092,0,0,1,1,3,1,TA,6,Typ,0,,Attchd,1970.0,RFn,1,286,TA,TA,Y,238,0,0,0,0,0,,,,0,8,2009,WD,Normal
517,L-000517,2009-08-27,1.46,5.23,1.23,No,,32,5.0,95.47,150800,158000,80,RL,,10448,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,333.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,689,689,GasA,TA,Y,SBrkr,1378,741,0,2119,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1972.0,RFn,2,583,TA,TA,Y,0,104,0,0,0,0,,GdPrv,,0,8,2009,COD,Abnorml
397,L-000397,2009-09-01,1.54,3.17,1.88,No,,16,4.99,94.93,114100,123000,20,RL,60.0,7200,Pave,,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,Av,Rec,777,Unf,0,117,894,GasA,TA,Y,SBrkr,894,0,0,894,0,0,1,0,2,1,TA,6,Typ,0,,Detchd,1985.0,RFn,2,600,TA,TA,Y,215,0,0,0,0,0,,,,0,9,2009,WD,Normal
1283,L-001283,2009-09-03,1.74,3.08,2.78,Yes,23000.0,22,4.99,94.93,141000,150500,20,RL,61.0,8800,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,2008,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,Mn,LwQ,532,Rec,144,364,1040,GasA,TA,Y,SBrkr,1040,0,0,1040,0,0,2,0,3,1,Gd,5,Typ,0,,Detchd,1977.0,Unf,2,484,TA,TA,Y,0,0,0,0,288,0,,,,0,9,2009,WD,Normal
791,L-000791,2009-09-05,1.85,2.76,1.18,Yes,19900.0,30,4.99,94.93,144900,160200,120,RL,43.0,3182,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,11.0,Gd,TA,PConc,Gd,TA,No,GLQ,16,Unf,0,1129,1145,GasA,Ex,Y,SBrkr,1145,0,0,1145,0,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2005.0,Fin,2,397,TA,TA,Y,100,16,0,0,0,0,,,,0,9,2009,WD,Normal
516,L-000516,2009-09-05,0.26,0.54,1.49,No,,58,4.99,94.93,386100,402861,20,RL,94.0,12220,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2009,2009,Hip,CompShg,CemntBd,CmentBd,BrkFace,305.0,Ex,TA,CBlock,Ex,TA,No,GLQ,1436,Unf,0,570,2006,GasA,Ex,Y,SBrkr,2020,0,0,2020,1,0,2,1,3,1,Ex,9,Typ,1,Gd,Attchd,2009.0,Fin,3,900,TA,TA,Y,156,54,0,0,0,0,,,,0,9,2009,New,Partial
946,L-000946,2009-09-06,2.87,8.71,2.2,Yes,41500.0,63,4.99,94.93,115600,124900,50,RM,98.0,8820,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1890,1996,Hip,CompShg,VinylSd,VinylSd,,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,1088,Unf,0,0,1088,GasA,TA,Y,SBrkr,1188,561,120,1869,0,0,1,0,2,1,TA,7,Typ,0,,Detchd,1963.0,Unf,2,456,TA,TA,Y,48,0,244,0,0,0,,MnWw,,0,9,2009,WD,Normal
342,L-000342,2009-09-08,2.6,5.87,0.69,No,,6,4.99,94.93,76400,82000,20,RH,60.0,8400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,1950,Gable,CompShg,Wd Sdng,AsbShng,,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,721,721,GasA,Gd,Y,SBrkr,841,0,0,841,0,0,1,0,2,1,TA,4,Typ,0,,CarPort,1950.0,Unf,1,294,TA,TA,N,250,0,24,0,0,0,,,,0,9,2009,WD,Normal
569,L-000569,2009-09-09,3.17,6.25,0.5,Yes,126200.0,123,4.99,94.93,298800,316600,50,RL,79.0,12327,Pave,,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,1.5Fin,8,8,1983,2009,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1441,Unf,0,55,1496,GasA,Ex,Y,SBrkr,1496,636,0,2132,1,0,1,1,1,1,Gd,5,Min2,1,Gd,BuiltIn,1983.0,Fin,2,612,Gd,TA,Y,349,40,0,0,0,0,,,,0,9,2009,WD,Normal
193,L-000193,2009-09-09,1.76,3.46,2.26,No,,30,4.99,94.93,181300,192000,20,RL,68.0,9017,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,560,Unf,0,871,1431,GasA,Ex,Y,SBrkr,1431,0,0,1431,1,0,2,0,3,1,Gd,6,Typ,0,,Attchd,1999.0,Fin,2,666,TA,TA,Y,0,35,0,0,0,0,,,,0,9,2009,WD,Normal
508,L-000508,2009-09-10,0.48,2.0,1.71,No,,17,4.99,94.93,194500,208300,20,FV,75.0,7862,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,27,Unf,0,1191,1218,GasA,Ex,Y,SBrkr,1218,0,0,1218,0,0,2,0,2,1,Gd,4,Typ,0,,Attchd,2009.0,Fin,2,676,TA,TA,Y,0,102,0,0,0,0,,,,0,9,2009,New,Partial
1037,L-001037,2009-09-10,1.05,2.99,1.95,Yes,51400.0,91,4.99,94.93,298800,315500,20,RL,89.0,12898,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,70.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1022,Unf,0,598,1620,GasA,Ex,Y,SBrkr,1620,0,0,1620,1,0,2,0,2,1,Ex,6,Typ,1,Ex,Attchd,2008.0,Fin,3,912,TA,TA,Y,228,0,0,0,0,0,,,,0,9,2009,WD,Normal
479,L-000479,2009-09-14,1.83,4.07,2.36,Yes,54000.0,84,4.99,94.93,275600,297000,20,RL,79.0,10637,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,336.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1288,Unf,0,417,1705,GasA,Ex,Y,SBrkr,1718,0,0,1718,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,3,826,TA,TA,Y,208,44,0,0,0,0,,,,0,9,2009,WD,Normal
874,L-000874,2009-09-18,1.64,4.78,0.75,Yes,24500.0,23,4.99,94.93,123500,133000,40,RL,60.0,12144,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1949,1950,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,TA,CBlock,TA,TA,No,Rec,375,Unf,0,457,832,GasA,Gd,Y,SBrkr,1036,0,232,1268,0,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1949.0,Unf,1,288,TA,TA,Y,0,28,0,0,0,0,,,Othr,0,9,2009,WD,Normal
1412,L-001412,2009-09-19,2.44,5.9,0.47,yes,93600.0,38,4.99,94.93,131000,140000,50,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,8,1950,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,120,Unf,0,736,856,GasA,Ex,Y,SBrkr,1112,556,0,1668,0,0,1,1,3,1,TA,6,Min2,0,,Attchd,1950.0,Unf,1,271,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,9,2009,WD,Normal
117,L-000117,2009-09-19,2.84,5.55,1.7,No,,41,4.99,94.93,129700,139000,20,RL,,11616,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,116.0,TA,TA,CBlock,TA,TA,No,LwQ,170,BLQ,670,252,1092,GasA,TA,Y,SBrkr,1092,0,0,1092,0,1,1,0,3,1,TA,6,Typ,1,Po,Attchd,1962.0,Unf,1,288,TA,TA,Y,0,20,144,0,0,0,,,,0,9,2009,WD,Normal
1451,L-001451,2009-09-20,1.92,6.93,0.58,No,,18,4.99,94.93,129700,136000,90,RL,60.0,9000,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,2Story,5,5,1974,1974,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,896,896,GasA,TA,Y,SBrkr,896,896,0,1792,0,0,2,2,4,2,TA,8,Typ,0,,,,,0,0,,,Y,32,45,0,0,0,0,,,,0,9,2009,WD,Normal
426,L-000426,2009-09-21,3.46,6.6,2.66,Yes,36100.0,61,4.99,94.93,128900,135000,60,RM,60.0,3378,Pave,Grvl,Reg,HLS,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1946,1992,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,651,651,GasA,Gd,Y,SBrkr,707,682,0,1389,0,0,1,1,3,1,TA,6,Typ,2,Gd,Detchd,1947.0,Unf,1,240,TA,TA,P,0,0,126,0,0,0,,,,0,9,2009,WD,Normal
1218,L-001218,2009-09-23,0.6,2.73,1.87,No,,30,4.99,94.93,210500,229456,20,FV,72.0,8640,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,72.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,936,Unf,0,364,1300,GasA,Ex,Y,SBrkr,1314,0,0,1314,1,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2009.0,RFn,2,552,TA,TA,Y,135,112,0,0,0,0,,,,0,9,2009,New,Partial
786,L-000786,2009-09-23,1.61,3.0,0.97,No,,16,4.99,94.93,149600,161500,20,RL,,9790,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1967,1967,Gable,CompShg,BrkFace,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Rec,251,LwQ,630,491,1372,GasA,TA,Y,SBrkr,1342,0,0,1342,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1967.0,Unf,2,457,TA,TA,Y,0,0,0,0,197,0,,,,0,9,2009,WD,Normal
1414,L-001414,2009-09-24,2.03,5.76,0.52,Yes,79400.0,57,4.99,94.93,239400,257000,20,RL,88.0,10994,Pave,,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,366.0,Gd,TA,PConc,Gd,Gd,No,GLQ,976,Unf,0,868,1844,GasA,Ex,Y,SBrkr,1844,0,0,1844,1,0,2,0,2,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2,620,TA,TA,Y,165,44,0,0,0,0,,,,0,9,2009,COD,Abnorml
1166,L-001166,2009-09-25,0.27,0.41,1.05,No,,20,4.99,94.93,223100,233170,20,RL,79.0,9541,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,268.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1502,1502,GasA,Ex,Y,SBrkr,1502,0,0,1502,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2009.0,RFn,2,644,TA,TA,Y,0,114,0,0,0,0,,,,0,9,2009,New,Partial
1142,L-001142,2009-10-01,1.17,4.73,1.27,No,,48,4.98,95.03,183600,197500,60,RL,,10304,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,2Story,5,7,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,44.0,TA,Gd,CBlock,TA,TA,No,ALQ,381,Unf,0,399,780,GasA,Ex,Y,SBrkr,1088,780,0,1868,1,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1976.0,Unf,2,484,TA,TA,Y,448,96,0,0,0,0,,,,0,10,2009,WD,Normal
975,L-000975,2009-10-02,2.26,6.15,0.5,Yes,51800.0,63,4.98,95.03,157400,167500,70,RL,60.0,11414,Pave,,IR1,Lvl,AllPub,Corner,Gtl,BrkSide,RRAn,Feedr,1Fam,2Story,7,8,1910,1993,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,Gd,BrkTil,Gd,TA,No,Unf,0,Unf,0,728,728,GasA,TA,N,SBrkr,1136,883,0,2019,0,0,1,0,3,1,Gd,8,Typ,0,,Detchd,1997.0,Unf,2,532,TA,TA,Y,509,135,0,0,0,0,,GdPrv,,0,10,2009,WD,Normal
606,L-000606,2009-10-04,2.37,5.3,0.49,Yes,135200.0,61,4.98,95.03,197400,205000,60,RL,85.0,13600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,176.0,TA,TA,CBlock,TA,TA,No,BLQ,454,Unf,0,314,768,GasA,TA,Y,SBrkr,1186,800,0,1986,0,0,2,1,3,1,TA,7,Typ,3,Fa,Attchd,1965.0,Unf,2,486,TA,TA,Y,0,42,0,0,189,0,,,,0,10,2009,WD,Normal
